auto_config,debug_ref_count,dump_models,model,model_validate,proof,smtlib2_compliant,stats,trace,type_check,unsat_core,well_sorted_check,config_id
1,0,1,1,1,1,0,1,0,1,0,0,158
1,0,1,1,1,1,0,1,0,1,0,1,159
1,1,1,1,1,1,1,1,0,1,0,1,160
1,0,1,1,0,1,0,1,0,1,1,0,161
1,0,1,1,0,1,0,1,0,1,1,1,162
1,1,1,1,0,1,1,1,1,1,1,1,163
1,1,1,1,0,1,1,1,0,1,0,0,164
1,0,1,1,0,1,1,1,0,1,0,0,165
1,1,1,1,1,0,1,1,1,1,1,1,166
0,0,0,0,0,0,1,0,1,0,0,1,167
1,1,1,1,1,1,0,1,0,1,1,1,168
0,1,0,0,0,0,0,1,1,1,0,0,169
1,1,1,1,0,1,1,1,0,1,0,1,170
0,1,0,0,0,0,0,1,1,1,0,1,171
1,0,1,1,0,1,1,1,0,1,0,1,172
1,1,0,1,1,1,1,0,0,0,0,0,173
1,1,1,1,1,1,1,1,0,1,1,1,174
0,1,0,0,0,0,0,1,0,1,1,0,175
0,1,0,0,0,1,0,1,0,1,1,0,176
1,1,1,1,1,1,0,1,1,1,0,1,177
0,1,0,0,0,1,0,1,0,1,1,1,178
0,1,0,0,0,0,0,1,0,1,1,1,179
0,0,0,0,0,0,1,0,0,1,1,0,180
0,1,0,0,1,1,0,1,0,1,0,0,181
1,1,1,1,1,1,1,1,1,1,0,1,182
1,0,0,1,0,1,0,0,0,0,0,0,183
1,1,1,1,0,1,0,1,1,1,0,0,184
1,1,1,1,0,1,0,1,1,1,0,1,185
0,0,1,1,0,1,1,1,0,1,1,0,186
1,1,1,1,1,1,0,1,1,1,1,1,187
0,1,0,0,1,0,0,1,0,1,0,0,188
1,1,1,1,0,1,0,1,0,1,1,0,189
1,1,1,1,0,1,0,1,0,1,1,1,190
0,1,0,0,1,1,0,1,0,1,0,1,191
1,1,0,1,1,1,1,0,0,0,0,1,192
0,1,0,0,1,0,0,1,0,1,0,1,193
0,0,1,1,0,1,1,1,0,1,1,1,194
1,1,1,1,0,1,1,1,0,1,1,1,195
1,0,0,1,0,1,0,0,0,0,0,1,196
1,1,1,1,1,0,1,1,0,1,0,0,197
1,1,1,1,1,0,1,1,0,1,0,1,198
1,0,1,1,1,1,1,1,1,1,1,1,199
1,1,1,1,1,0,0,1,1,1,0,0,200
0,1,0,0,0,1,0,1,0,1,0,0,201
1,1,1,1,1,0,0,1,1,1,0,1,202
1,1,1,1,0,0,1,1,1,1,0,0,203
0,0,0,0,0,1,0,0,0,0,1,1,204
0,0,0,0,0,0,0,0,1,0,1,1,205
0,1,0,0,0,1,0,1,0,1,0,1,206
1,1,1,1,0,1,1,1,1,1,0,1,207
1,0,1,0,0,1,1,1,0,1,1,0,208
0,1,0,0,0,1,0,1,1,1,0,0,209
1,1,0,1,1,1,0,0,0,0,1,0,210
1,0,1,0,0,1,1,1,0,1,1,1,211
1,1,0,1,0,0,0,0,0,0,0,0,212
1,1,0,1,1,1,0,0,0,0,1,1,213
1,1,1,1,0,0,1,1,1,1,0,1,214
0,1,0,0,0,1,0,1,1,1,0,1,215
0,1,1,0,0,1,0,1,0,1,0,0,216
1,1,1,1,1,1,0,1,0,1,0,0,217
1,1,1,1,1,1,0,1,0,1,0,1,218
0,1,1,0,0,1,0,1,0,1,0,1,219
1,1,0,1,0,0,0,0,0,0,0,1,220
1,0,1,1,1,1,1,1,0,1,0,0,221
1,0,1,1,1,1,1,1,0,1,0,1,222
1,1,0,1,1,1,1,1,1,1,1,1,223
1,1,1,1,0,1,0,1,1,1,1,1,224
0,1,0,1,0,1,0,1,0,1,0,0,225
1,1,1,0,0,0,0,0,0,0,0,0,226
1,1,0,0,0,0,0,1,0,1,0,0,227
0,0,0,0,0,1,1,0,0,0,0,1,228
1,1,1,0,0,0,0,0,0,0,0,1,229
1,0,1,1,1,1,0,1,1,1,0,0,230
0,1,1,1,0,0,0,0,0,0,0,0,231
1,0,1,0,0,1,0,1,1,1,1,0,232
1,1,1,0,1,1,1,1,1,1,1,1,233
0,1,1,1,0,0,0,0,0,0,0,1,234
1,0,1,0,0,1,0,1,1,1,1,1,235
0,0,1,1,0,1,0,1,1,1,1,0,236
0,1,0,0,0,0,1,0,0,0,1,0,237
1,0,1,1,1,1,0,1,1,1,0,1,238
1,0,1,1,1,1,0,1,0,1,1,0,239
0,0,1,1,0,1,0,1,1,1,1,1,240
1,1,0,1,1,1,0,0,1,0,0,1,241
0,0,0,0,0,1,0,0,1,0,0,1,242
0,1,0,1,0,1,0,1,0,1,0,1,243
0,0,1,0,0,1,1,1,1,1,1,0,244
0,0,1,0,0,1,1,1,1,1,1,1,245
1,1,0,1,1,1,0,0,1,0,0,0,246
0,1,0,0,0,0,1,0,0,0,1,1,247
1,1,0,1,0,1,1,0,1,0,0,0,248
1,1,0,0,0,1,0,1,0,1,0,0,249
1,0,1,1,1,1,0,1,0,1,1,1,250
1,1,1,0,1,1,0,1,1,1,1,1,251
1,1,0,1,0,1,1,0,1,0,0,1,252
1,0,1,1,0,0,1,1,1,1,1,0,253
0,1,1,1,1,1,1,1,1,1,1,1,254
1,1,0,0,0,0,0,1,0,1,0,1,255
0,0,1,0,0,0,0,0,1,0,0,1,256
1,1,0,0,0,1,0,1,0,1,0,1,257
0,1,0,1,0,0,1,1,0,1,0,0,258
1,0,1,0,0,1,1,1,1,1,0,0,259
0,1,1,1,1,1,0,1,1,1,1,1,260
1,1,1,1,1,1,1,0,1,1,1,1,261
0,0,0,0,0,0,1,0,0,1,1,1,262
1,0,1,1,0,0,1,1,1,1,1,1,263
1,1,0,1,0,1,0,0,1,0,1,0,264
1,1,0,1,0,1,0,0,1,0,1,1,265
0,1,0,1,0,0,1,1,0,1,0,1,266
1,1,0,1,0,1,1,0,0,0,1,0,267
1,1,0,1,0,1,1,0,0,0,1,1,268
1,1,1,1,1,1,0,1,1,0,1,1,269
1,0,0,0,0,0,0,0,1,0,0,1,270
1,1,1,1,1,0,0,1,0,1,1,0,271
1,0,0,1,0,0,0,1,0,1,0,0,272
1,1,0,0,0,0,1,1,0,1,0,0,273
0,1,0,0,0,0,0,0,0,1,1,0,274
1,0,0,1,0,0,0,1,0,1,0,1,275
1,1,0,0,0,1,1,0,1,0,1,0,276
0,1,0,0,0,0,0,0,0,1,1,1,277
1,1,0,0,0,0,1,1,0,1,0,1,278
0,1,0,1,0,0,0,1,0,1,0,0,279
1,0,1,0,0,1,1,1,1,1,0,1,280
1,1,1,1,1,0,0,1,0,1,1,1,281
0,0,0,0,0,1,1,0,0,0,1,0,282
1,0,1,1,1,1,0,1,1,1,1,1,283
0,1,0,1,0,0,0,1,0,1,0,1,284
0,1,1,1,0,0,0,1,0,1,0,0,285
0,0,0,0,0,1,1,0,0,0,1,1,286
1,0,0,0,1,0,0,1,0,1,0,0,287
1,1,1,1,1,0,0,1,1,1,1,1,288
0,0,0,1,0,0,0,0,1,0,0,1,289
0,1,1,1,0,0,0,1,0,1,0,1,290
1,0,0,0,1,0,0,1,0,1,0,1,291
0,0,0,1,1,0,0,1,0,1,0,0,292
0,0,1,1,0,1,1,1,1,1,0,0,293
1,0,1,1,1,0,1,1,1,1,0,0,294
0,0,0,1,1,0,0,1,0,1,0,1,295
1,1,0,0,0,1,1,0,1,0,1,1,296
0,0,0,0,0,0,1,1,1,1,0,0,297
0,0,0,0,0,1,0,0,0,1,1,0,298
1,1,1,0,0,0,0,1,0,1,0,0,299
1,1,1,0,0,0,0,1,0,1,0,1,300
0,1,0,1,1,0,0,1,0,1,0,0,301
0,1,0,1,1,0,0,1,0,1,0,1,302
1,1,1,1,1,1,1,1,1,0,1,1,303
1,1,0,0,1,0,0,1,0,1,0,0,304
0,0,1,1,0,1,1,1,1,1,0,1,305
1,0,1,1,1,0,1,1,1,1,0,1,306
1,0,1,1,0,1,0,1,1,1,0,0,307
0,0,0,0,0,1,0,0,0,1,1,1,308
0,1,1,1,1,0,1,1,1,1,1,1,309
0,0,0,0,0,0,1,1,1,1,0,1,310
1,0,1,0,0,0,0,1,0,1,0,0,311
1,0,1,1,1,0,1,1,0,1,1,0,312
0,1,0,0,0,1,0,0,0,0,1,0,313
0,1,0,1,0,1,1,0,1,0,1,0,314
0,1,0,0,0,0,0,0,1,0,0,1,315
0,1,0,1,0,1,1,0,1,0,1,1,316
1,1,0,0,1,1,1,0,0,0,1,0,317
1,0,1,1,1,0,1,1,0,1,1,1,318
0,1,0,0,0,1,0,0,0,0,1,1,319
1,1,0,0,1,0,0,1,0,1,0,1,320
0,0,0,0,0,0,1,1,0,0,1,0,321
1,1,0,0,1,1,1,0,0,0,1,1,322
1,0,1,1,1,0,0,1,1,1,1,0,323
1,0,1,1,1,0,0,1,1,1,1,1,324
0,0,0,0,0,0,1,1,0,0,1,1,325
1,0,1,0,0,0,0,1,0,1,0,1,326
1,0,1,1,0,1,0,1,1,1,0,1,327
1,1,1,0,1,0,1,1,1,1,0,0,328
0,0,0,0,0,0,0,1,0,1,1,0,329
1,1,1,0,1,0,1,1,1,1,0,1,330
0,0,0,0,0,0,0,0,1,1,0,1,331
0,0,1,1,0,0,0,1,0,1,0,0,332
0,1,1,1,1,0,1,1,1,1,0,0,333
0,1,0,1,1,1,1,0,0,0,1,0,334
0,0,0,0,0,0,0,1,0,1,1,1,335
0,1,1,1,1,0,1,1,1,1,0,1,336
1,1,1,0,1,0,0,1,1,1,1,0,337
1,1,1,0,1,0,1,1,1,1,1,1,338
0,0,0,0,0,0,0,1,1,0,0,1,339
0,1,0,1,0,0,0,1,0,1,1,0,340
0,1,0,0,0,0,0,1,0,0,1,0,341
0,1,0,1,1,1,1,0,0,0,1,1,342
0,1,0,1,0,0,0,1,0,1,1,1,343
0,0,1,1,0,0,0,1,0,1,0,1,344
1,1,0,0,0,0,0,1,0,1,1,0,345
0,1,0,1,1,1,1,0,1,0,0,0,346
0,1,1,0,1,1,1,1,1,1,1,1,347
1,1,1,0,1,0,0,1,1,1,1,1,348
1,0,1,0,1,1,1,1,0,1,0,0,349
0,1,1,1,1,0,0,1,1,1,1,0,350
0,1,0,1,1,1,1,0,1,0,0,1,351
1,1,0,0,0,0,0,1,0,1,1,1,352
0,0,0,0,0,0,1,1,0,0,0,1,353
0,0,0,0,0,0,0,1,0,0,1,1,354
0,1,1,1,1,0,0,1,1,1,1,1,355
0,1,1,0,1,0,1,1,1,1,1,0,356
1,1,1,1,1,0,1,1,1,1,0,1,357
1,1,0,0,1,1,1,0,1,0,0,0,358
0,1,1,0,1,0,1,1,1,1,1,1,359
1,0,1,0,1,1,1,1,0,1,0,1,360
1,1,1,0,1,1,1,1,1,1,0,1,361
0,1,0,0,0,0,0,1,0,0,1,1,362
0,0,1,1,1,1,1,1,0,1,0,0,363
1,1,0,0,1,1,1,0,1,0,0,1,364
0,0,0,0,0,1,0,1,0,0,1,0,365
0,1,1,0,0,0,0,1,0,1,0,0,366
0,0,1,1,1,1,1,1,0,1,0,1,367
0,1,1,0,0,0,0,1,0,1,0,1,368
1,0,1,0,1,0,1,1,1,1,1,0,369
0,0,1,0,1,1,1,1,1,1,0,0,370
0,1,0,0,1,1,1,0,1,0,1,0,371
0,0,1,0,1,1,1,1,1,1,0,1,372
1,0,1,0,1,0,1,1,1,1,1,1,373
1,1,0,1,0,0,0,1,0,1,0,0,374
0,0,1,1,1,0,1,1,1,1,1,0,375
0,1,0,0,1,1,1,0,1,0,1,1,376
0,1,0,1,1,1,0,0,1,0,1,0,377
1,1,0,1,0,0,0,1,0,1,0,1,378
0,0,1,0,1,0,0,1,0,1,0,0,379
0,1,0,1,1,1,0,0,1,0,1,1,380
0,1,1,1,1,1,1,1,1,1,0,1,381
1,1,1,1,1,1,1,1,1,0,0,1,382
1,0,1,0,1,1,0,1,1,1,0,0,383
0,1,1,0,0,0,1,1,0,1,0,0,384
1,1,0,0,1,1,0,0,1,0,1,0,385
0,0,1,0,1,0,0,1,0,1,0,1,386
0,0,1,1,1,0,1,1,1,1,1,1,387
1,1,0,0,0,0,0,0,1,1,1,0,388
1,1,1,1,1,1,0,0,1,1,0,0,389
1,1,0,0,0,0,0,1,1,0,1,0,390
1,1,1,1,1,1,0,0,0,1,1,1,391
1,1,1,1,1,1,0,0,0,0,1,0,392
1,0,0,0,0,0,0,0,0,1,1,0,393
1,0,1,1,1,1,0,0,0,0,0,0,394
1,1,0,1,1,0,1,0,0,1,0,0,395
1,0,0,0,1,0,0,0,0,0,1,0,396
1,0,0,0,0,1,1,0,0,1,1,0,397
1,1,0,0,0,0,0,0,0,0,1,0,398
1,1,0,0,0,0,1,0,0,1,1,0,399
1,1,0,0,1,1,1,1,1,1,0,0,400
1,1,1,1,0,0,1,1,0,1,0,1,401
1,1,1,0,1,0,1,1,1,0,1,0,402
1,0,0,1,0,0,0,0,0,1,0,0,403
1,1,0,1,0,1,0,0,0,0,1,0,404
1,1,1,1,1,1,1,1,0,0,1,1,405
1,1,1,1,1,0,0,0,0,0,0,0,406
1,1,1,1,1,1,0,0,1,1,0,1,407
1,0,1,1,1,1,1,0,0,0,1,0,408
1,0,1,0,1,0,0,0,1,1,0,0,409
1,1,0,1,0,1,0,0,0,1,1,0,410
1,0,0,0,1,0,0,1,0,0,0,1,411
1,1,0,0,0,0,1,1,1,1,0,0,412
1,0,0,1,0,0,0,0,0,0,0,1,413
1,1,0,1,0,0,1,0,0,0,1,0,414
1,0,0,1,1,0,0,0,1,0,0,0,415
0,1,0,0,0,0,0,0,1,1,1,0,416
0,1,1,1,1,1,0,0,1,1,0,0,417
0,1,1,1,0,0,1,1,1,1,1,0,418
0,1,0,0,0,0,0,1,1,0,1,0,419
0,1,1,1,1,1,0,0,0,1,1,1,420
0,1,1,1,1,1,0,0,0,0,1,0,421
0,0,1,1,1,1,0,0,0,0,0,0,422
0,1,0,1,1,0,1,0,0,1,0,0,423
0,0,0,0,0,1,1,0,0,1,1,0,424
0,1,0,0,0,0,1,0,0,1,1,0,425
0,0,1,1,1,0,1,1,1,1,0,1,426
0,1,0,0,1,1,1,1,1,1,0,0,427
0,1,1,1,0,1,0,1,1,1,0,0,428
0,1,1,1,0,0,1,1,0,1,0,1,429
0,1,1,0,1,0,1,1,1,0,1,0,430
0,0,1,0,0,1,0,1,1,1,1,0,431
0,1,1,1,1,1,1,0,1,1,1,1,432
0,1,0,1,0,1,0,0,0,0,1,0,433
0,1,1,1,0,1,1,1,1,1,1,1,434
0,1,1,1,1,1,1,1,0,0,1,1,435
0,1,1,1,1,0,0,0,0,0,0,0,436
0,1,1,1,1,1,0,0,1,1,0,1,437
0,0,1,1,1,1,1,0,0,0,1,0,438
0,0,1,0,1,0,0,0,1,1,0,0,439
0,1,0,1,0,1,0,0,0,1,1,0,440
0,0,0,0,1,0,0,1,0,0,0,1,441
0,1,0,0,0,0,1,1,1,1,0,0,442
0,1,0,1,0,0,1,0,0,0,1,0,443
0,0,0,1,1,0,0,0,1,0,0,0,444
0,1,1,0,0,1,1,0,0,0,0,0,445
0,1,0,0,0,0,0,0,0,0,1,1,446
1,1,1,0,1,1,0,0,1,0,1,0,447
0,1,1,1,1,0,1,0,1,1,0,0,448
0,1,1,1,1,1,1,1,0,0,1,0,449
0,1,0,0,1,1,1,1,1,0,0,0,450
0,1,0,0,0,0,0,0,1,0,1,0,451
1,1,0,0,0,0,1,1,1,1,1,0,452
1,1,1,0,0,1,1,1,0,0,1,0,453
0,1,0,1,1,0,0,0,1,0,0,1,454
0,1,1,0,0,0,1,1,0,0,1,0,455
1,1,0,0,0,0,0,0,0,1,0,0,456
1,1,1,0,0,0,1,0,1,1,0,0,457
1,1,1,1,0,1,1,1,1,0,0,1,458
1,1,0,1,0,1,1,0,1,1,1,1,459
1,1,1,1,1,1,1,0,0,1,0,0,460
0,1,0,0,0,0,0,1,0,0,0,1,461
1,1,0,0,0,0,1,0,0,1,0,0,462
1,1,1,1,0,1,1,1,1,0,1,1,463
1,1,0,0,1,1,0,0,1,1,1,0,464
1,1,1,0,0,1,0,0,0,0,1,0,465
0,1,1,0,0,0,1,1,1,1,0,0,466
1,1,0,1,1,0,0,1,1,0,1,0,467
1,1,0,0,0,0,0,0,0,0,1,1,468
0,1,1,1,0,1,0,0,1,1,0,1,469
0,1,1,1,1,1,0,0,1,1,1,0,470
1,1,0,0,0,0,1,0,1,0,1,1,471
1,1,1,1,0,1,0,0,0,0,0,0,472
1,1,1,0,1,1,0,1,1,0,1,0,473
1,1,0,0,1,0,1,1,1,1,1,0,474
1,1,0,0,0,0,0,0,1,1,1,1,475
0,0,1,0,0,1,1,0,0,0,0,0,476
1,0,1,0,0,1,1,1,1,1,1,0,477
1,0,1,0,1,1,0,0,1,0,1,0,478
0,0,1,1,1,0,1,0,1,1,0,0,479
1,0,0,1,1,1,1,1,1,1,1,1,480
1,0,0,0,1,1,1,1,1,1,1,0,481
0,0,1,1,1,1,1,1,0,0,1,0,482
0,0,0,0,1,1,1,1,1,0,0,0,483
1,0,1,1,1,1,0,1,1,0,1,0,484
1,0,0,0,0,0,1,1,1,1,1,0,485
1,0,1,0,0,1,1,1,0,0,1,0,486
0,0,0,1,1,0,0,0,1,0,0,1,487
0,0,1,0,0,0,1,1,0,0,1,0,488
1,0,1,1,1,1,1,1,0,0,1,1,489
1,0,1,0,0,0,1,0,1,1,0,0,490
1,0,1,1,1,1,0,0,1,1,0,0,491
1,0,1,1,0,1,1,1,1,0,0,1,492
1,0,0,1,0,1,1,0,1,1,1,1,493
1,0,1,1,1,1,1,0,0,1,0,0,494
0,0,0,1,0,1,0,0,0,0,1,0,495
1,0,1,1,1,1,0,0,1,1,0,1,496
1,0,0,0,0,0,1,0,0,1,0,0,497
1,0,1,1,0,1,1,1,1,0,1,1,498
1,0,0,0,1,1,0,0,1,1,1,0,499
1,0,1,0,0,1,0,0,0,0,1,0,500
0,0,1,0,0,0,1,1,1,1,0,0,501
1,0,0,1,1,0,0,1,1,0,1,0,502
1,0,0,0,0,0,0,0,0,0,1,1,503
0,0,1,1,0,1,0,0,1,1,0,1,504
0,0,1,1,1,1,0,0,1,1,1,0,505
0,0,1,1,1,1,1,1,1,1,0,0,506
1,0,0,0,0,0,1,0,1,0,1,1,507
1,0,1,1,0,1,0,0,0,0,0,0,508
1,0,1,0,1,1,0,1,1,0,1,0,509
1,0,0,0,1,0,1,1,1,1,1,0,510
1,0,0,0,0,0,0,0,1,1,1,1,511
1,0,1,1,1,1,1,1,1,0,1,1,512
1,0,1,0,0,0,0,0,0,0,1,0,513
0,1,1,1,0,1,1,0,1,1,1,0,514
1,1,1,1,1,0,0,0,0,0,0,1,515
0,0,1,1,0,0,0,0,0,1,0,0,516
0,1,1,1,0,0,0,0,1,0,0,0,517
0,0,1,1,0,0,0,0,0,0,1,0,518
0,1,1,1,1,1,0,1,1,1,0,0,519
1,0,1,0,0,0,0,0,0,0,1,1,520
0,1,1,1,0,1,0,0,1,1,1,0,521
0,0,1,1,1,0,0,0,1,0,0,0,522
0,1,1,1,1,1,1,0,1,1,0,0,523
0,1,1,0,0,1,0,0,0,1,0,1,524
1,1,1,1,1,1,0,0,1,1,1,1,525
0,1,1,1,1,1,0,0,1,1,1,1,526
1,0,1,0,1,0,1,1,1,1,0,1,527
0,0,1,1,1,0,0,0,0,0,0,0,528
0,1,1,1,1,0,0,0,1,0,1,0,529
0,0,1,1,0,1,1,1,1,1,1,0,530
0,1,1,1,0,1,1,1,0,1,1,0,531
1,0,1,1,1,0,0,1,1,1,0,1,532
0,0,1,0,0,0,0,1,0,0,1,0,533
